",""FECHA"",""DESDE"",""HASTA"",""LINEA"",""MOLINETE"",""ID_ESTACION"",""ESTACION"",""PAX_PAGOS"",""PAX_PASES_PAGOS"",""PAX_FREQ"",""TOTAL"""
"520,""2019-09-02"",""12:30:00"",""12:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",13,0,0,13"
"521,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",11,0,0,11"
"522,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"523,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",14,0,1,15"
"524,""2019-09-02"",""12:45:00"",""13:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"525,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"526,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"527,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"528,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"529,""2019-09-02"",""13:00:00"",""13:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,0,13"
"530,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",15,0,1,16"
"531,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"532,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,1,11"
"533,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"534,""2019-09-02"",""13:15:00"",""13:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"535,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"536,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"537,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"538,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"539,""2019-09-02"",""13:30:00"",""13:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"540,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"541,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,0,12"
"542,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"543,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",17,0,1,18"
"544,""2019-09-02"",""13:45:00"",""14:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"545,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"546,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"547,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,1,3"
"548,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",15,0,0,15"
"549,""2019-09-02"",""14:00:00"",""14:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"550,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",18,0,0,18"
"551,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"552,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",11,0,0,11"
"553,""2019-09-02"",""14:15:00"",""14:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"554,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"555,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",12,0,0,12"
"556,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"557,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"558,""2019-09-02"",""14:30:00"",""14:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,0,12"
"559,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,0,11"
"560,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"561,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",12,0,1,13"
"562,""2019-09-02"",""14:45:00"",""15:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"563,""2019-09-02"",""15:00:00"",""15:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",10,0,0,10"
"564,""2019-09-02"",""15:00:00"",""15:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"565,""2019-09-02"",""15:00:00"",""15:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",6,0,0,6"
"566,""2019-09-02"",""15:00:00"",""15:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",9,0,0,9"
"567,""2019-09-02"",""15:15:00"",""15:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,1,6"
"568,""2019-09-02"",""15:15:00"",""15:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",27,0,0,27"
"569,""2019-09-02"",""15:15:00"",""15:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",6,0,0,6"
"570,""2019-09-02"",""15:15:00"",""15:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",5,0,1,6"
"571,""2019-09-02"",""15:30:00"",""15:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"572,""2019-09-02"",""15:30:00"",""15:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",5,0,0,5"
"573,""2019-09-02"",""15:30:00"",""15:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",17,0,1,18"
"574,""2019-09-02"",""15:30:00"",""15:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"575,""2019-09-02"",""15:45:00"",""16:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",8,0,0,8"
"576,""2019-09-02"",""15:45:00"",""16:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"577,""2019-09-02"",""15:45:00"",""16:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"578,""2019-09-02"",""15:45:00"",""16:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"579,""2019-09-02"",""16:00:00"",""16:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",20,0,1,21"
"580,""2019-09-02"",""16:00:00"",""16:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",7,0,0,7"
"581,""2019-09-02"",""16:00:00"",""16:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"582,""2019-09-02"",""16:15:00"",""16:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"583,""2019-09-02"",""16:15:00"",""16:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",10,0,0,10"
"584,""2019-09-02"",""16:15:00"",""16:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",3,0,0,3"
"585,""2019-09-02"",""16:15:00"",""16:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"586,""2019-09-02"",""16:30:00"",""16:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"587,""2019-09-02"",""16:30:00"",""16:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"588,""2019-09-02"",""16:30:00"",""16:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",7,0,0,7"
"589,""2019-09-02"",""16:45:00"",""17:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",6,0,0,6"
"590,""2019-09-02"",""16:45:00"",""17:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",9,0,1,10"
"591,""2019-09-02"",""16:45:00"",""17:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,1,9"
"592,""2019-09-02"",""16:45:00"",""17:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"593,""2019-09-02"",""17:00:00"",""17:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"594,""2019-09-02"",""17:00:00"",""17:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",8,0,0,8"
"595,""2019-09-02"",""17:00:00"",""17:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",18,0,1,19"
"596,""2019-09-02"",""17:00:00"",""17:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"597,""2019-09-02"",""17:15:00"",""17:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",20,0,0,20"
"598,""2019-09-02"",""17:15:00"",""17:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",6,0,1,7"
"599,""2019-09-02"",""17:15:00"",""17:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",10,0,0,10"
"600,""2019-09-02"",""17:15:00"",""17:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"601,""2019-09-02"",""17:30:00"",""17:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"602,""2019-09-02"",""17:30:00"",""17:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",8,0,0,8"
"603,""2019-09-02"",""17:30:00"",""17:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"604,""2019-09-02"",""17:30:00"",""17:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"605,""2019-09-02"",""17:45:00"",""18:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"606,""2019-09-02"",""17:45:00"",""18:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",18,0,1,19"
"607,""2019-09-02"",""17:45:00"",""18:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"608,""2019-09-02"",""17:45:00"",""18:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",10,0,0,10"
"609,""2019-09-02"",""18:00:00"",""18:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"610,""2019-09-02"",""18:00:00"",""18:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"611,""2019-09-02"",""18:00:00"",""18:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",21,0,1,22"
"612,""2019-09-02"",""18:00:00"",""18:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"613,""2019-09-02"",""18:15:00"",""18:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"614,""2019-09-02"",""18:15:00"",""18:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"615,""2019-09-02"",""18:15:00"",""18:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",9,0,0,9"
"616,""2019-09-02"",""18:15:00"",""18:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",14,0,0,14"
"617,""2019-09-02"",""18:30:00"",""18:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"618,""2019-09-02"",""18:30:00"",""18:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,1,17"
"619,""2019-09-02"",""18:30:00"",""18:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",8,0,0,8"
"620,""2019-09-02"",""18:45:00"",""19:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",7,0,0,7"
"621,""2019-09-02"",""18:45:00"",""19:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,1,13"
"622,""2019-09-02"",""18:45:00"",""19:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"623,""2019-09-02"",""19:00:00"",""19:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"624,""2019-09-02"",""19:00:00"",""19:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"625,""2019-09-02"",""19:00:00"",""19:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",17,0,0,17"
"626,""2019-09-02"",""19:00:00"",""19:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",11,0,0,11"
"627,""2019-09-02"",""19:15:00"",""19:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"628,""2019-09-02"",""19:15:00"",""19:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"629,""2019-09-02"",""19:15:00"",""19:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"630,""2019-09-02"",""19:15:00"",""19:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"631,""2019-09-02"",""19:30:00"",""19:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",7,0,0,7"
"632,""2019-09-02"",""19:30:00"",""19:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",22,0,0,22"
"633,""2019-09-02"",""19:30:00"",""19:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"634,""2019-09-02"",""19:30:00"",""19:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"635,""2019-09-02"",""19:45:00"",""20:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",13,0,0,13"
"636,""2019-09-02"",""19:45:00"",""20:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",4,0,0,4"
"637,""2019-09-02"",""19:45:00"",""20:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"638,""2019-09-02"",""19:45:00"",""20:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",24,0,0,24"
"639,""2019-09-02"",""19:45:00"",""20:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",5,0,0,5"
"640,""2019-09-02"",""20:00:00"",""20:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",4,0,0,4"
"641,""2019-09-02"",""20:00:00"",""20:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",17,0,1,18"
"642,""2019-09-02"",""20:00:00"",""20:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",4,0,0,4"
"643,""2019-09-02"",""20:00:00"",""20:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",20,0,0,20"
"644,""2019-09-02"",""20:15:00"",""20:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"645,""2019-09-02"",""20:15:00"",""20:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",6,0,3,9"
"646,""2019-09-02"",""20:15:00"",""20:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"647,""2019-09-02"",""20:15:00"",""20:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",7,0,0,7"
"648,""2019-09-02"",""20:15:00"",""20:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"649,""2019-09-02"",""20:30:00"",""20:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"650,""2019-09-02"",""20:30:00"",""20:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"651,""2019-09-02"",""20:30:00"",""20:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",16,0,0,16"
"652,""2019-09-02"",""20:30:00"",""20:45:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"653,""2019-09-02"",""20:30:00"",""20:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",17,0,0,17"
"654,""2019-09-02"",""20:45:00"",""21:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"655,""2019-09-02"",""20:45:00"",""21:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,0,11"
"656,""2019-09-02"",""20:45:00"",""21:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"657,""2019-09-02"",""20:45:00"",""21:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",13,0,0,13"
"658,""2019-09-02"",""20:45:00"",""21:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"659,""2019-09-02"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",11,0,1,12"
"660,""2019-09-02"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"661,""2019-09-02"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",2,0,0,2"
"662,""2019-09-02"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"663,""2019-09-02"",""21:00:00"",""21:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"664,""2019-09-02"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",12,0,0,12"
"665,""2019-09-02"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,0,10"
"666,""2019-09-02"",""21:15:00"",""21:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"667,""2019-09-02"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"668,""2019-09-02"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"669,""2019-09-02"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"670,""2019-09-02"",""21:30:00"",""21:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,0,10"
"671,""2019-09-02"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"672,""2019-09-02"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"673,""2019-09-02"",""21:45:00"",""22:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",10,0,0,10"
"674,""2019-09-02"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"675,""2019-09-02"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"676,""2019-09-02"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"677,""2019-09-02"",""22:00:00"",""22:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",19,0,0,19"
"678,""2019-09-02"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"679,""2019-09-02"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",9,0,0,9"
"680,""2019-09-02"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",5,0,0,5"
"681,""2019-09-02"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",8,0,0,8"
"682,""2019-09-02"",""22:15:00"",""22:30:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,1,4"
"683,""2019-09-02"",""22:30:00"",""22:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",1,0,0,1"
"684,""2019-09-02"",""22:30:00"",""22:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",7,0,0,7"
"685,""2019-09-02"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"686,""2019-09-02"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",1,0,0,1"
"687,""2019-09-02"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"688,""2019-09-02"",""22:45:00"",""23:00:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",1,0,0,1"
"689,""2019-09-02"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_N_Turn01"",6,""9 DE JULIO"",2,0,0,2"
"690,""2019-09-02"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_N_Turn02"",6,""9 DE JULIO"",2,0,0,2"
"691,""2019-09-02"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",5,0,1,6"
"692,""2019-09-02"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_S_Turn03"",6,""9 DE JULIO"",3,0,0,3"
"693,""2019-09-02"",""23:00:00"",""23:15:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",8,0,0,8"
"694,""2019-09-02"",""23:30:00"",""23:45:00"",""D"",""LineaD_9Julio_S_Turn01"",6,""9 DE JULIO"",3,0,0,3"
"695,""2019-09-02"",""23:30:00"",""23:45:00"",""D"",""LineaD_9Julio_S_Turn02"",6,""9 DE JULIO"",3,0,0,3"
